area_code,area,region,cluster,cluster_name,pc1,pc2,cereal_yield_t_ha,n_kg_per_ha,cereal_kg_per_cap,cereal_import_dep_pct,pou_pct,obesity_pct,agrifood_t_per_cap,urban_share,log_gdp_cap,forest_share,cropland_share,unaffordable_pct
174,Portugal,Europe,1,low diet unaffordable · high urban share,0.7293865534652167,0.7045904992431482,5.3088,52.25,97.5819190484065,80.8,,18.1,1.856029985606004,0.6616471749664182,10.650104407449692,0.3664601290750784,0.18944004515007817,14.8
175,Guinea-Bissau,Africa,0,high diet unaffordable · low log gdp per head,-2.751485179557236,-0.4885234327276419,1.3334000000000001,0.52,146.98119155864214,50.7,20.0,12.7,1.36987882539628,0.45716405190991716,7.917171988845776,0.7481614509246088,0.24463371266002845,65.5
176,Timor-Leste,Asia,0,high diet unaffordable · low log gdp per head,-1.9886687567182901,-0.296590848137929,2.1121999999999996,,94.24276651069013,47.7,16.9,3.6,1.341925006826624,0.3527049815869625,8.266421472984554,0.7096032279757902,0.12871553463349025,
179,Qatar,Asia,2,high n per ha · high cereal yield,3.6342980487946925,2.3255130483412896,14.9765,64.88,0.5803000436619197,100.0,,42.0,3.9476186623933143,0.9728495684489981,11.616293997947261,0.001218450826805918,0.020887728459530026,2.2
181,Zimbabwe,Africa,0,high diet unaffordable · low log gdp per head,-1.7100800042633664,0.004288518026081025,1.0697999999999999,23.75,80.73395793156736,41.5,18.4,14.7,2.197207668010826,0.3768981253456322,8.559294367434873,0.3572188186635647,0.10514437120330879,
183,Romania,Europe,3,high cereal per head · high agrifood co2e per head,1.1301452621991768,-1.3368282507330862,3.5256999999999996,50.2,939.4844767481486,-138.1,,32.4,2.9911570998927264,0.5489046908433977,10.609156013649745,0.3021344749652295,0.38189586230876216,20.7
184,Rwanda,Africa,0,high diet unaffordable · low log gdp per head,-3.8853979007100756,-0.46100744986030634,1.784,9.03,68.40348100633203,35.3,22.6,5.6,0.5845178581115686,0.18075185982712388,8.09101504171053,0.26093940711496383,0.7042850419315955,72.2
185,Russian Federation,Europe,1,low diet unaffordable · high urban share,1.2578689481499699,-1.0130914638002757,3.042,18.09,831.3756418181433,-32.1,2.7,17.6,2.9100640839381056,0.7455869121442906,10.638376304675711,0.5079055887968824,0.07550893424689821,12.8
191,Saint Vincent and the Grenadines,Americas,1,low diet unaffordable · high urban share,1.3138144072441784,1.3633298665322184,13.3438,24.4,4.243857835731892,98.5,4.0,34.6,0.956582414654126,0.606474119424346,9.837027185835858,0.7341902313624679,0.12853470437017994,
193,Sao Tome and Principe,Africa,0,high diet unaffordable · low log gdp per head,-1.8921863126969414,0.2431777787809825,2.004,1.62,3.3800777800421167,85.7,23.0,17.9,0.317010798237977,0.7757922355818219,8.610865667278873,0.5755208333333334,0.450625,49.1
194,Saudi Arabia,Asia,1,low diet unaffordable · high urban share,2.0195658653599975,1.6932872775045233,5.1052,56.28,34.593023469796634,89.3,2.7,40.1,2.2576374028943706,0.9230860144834532,11.047598881275455,0.012904418776660822,0.021351915857635288,
195,Senegal,Africa,0,high diet unaffordable · low log gdp per head,-1.4894816644279198,-0.14135993556699344,2.0035,13.89,211.5708185673493,45.6,5.3,11.6,1.168570659346805,0.5166799949670262,8.403128235128264,0.45005245935698335,0.2032181997610762,47.4
197,Sierra Leone,Africa,0,high diet unaffordable · low log gdp per head,-3.017062903954478,-0.2504996216897752,1.3702999999999999,1.42,173.75484232740902,28.2,25.3,8.2,1.0032538810889933,0.45115830531327045,8.038834757787749,0.3402604599612081,0.24764062067054587,63.6
198,Slovenia,Europe,1,low diet unaffordable · high urban share,1.2628857606185682,0.18598562388100423,6.586,66.61,317.62918435245814,36.9,,19.8,2.037300297017177,0.553597800912542,10.79238653241831,0.6176512950408503,0.11449998758350095,2.3
199,Slovakia,Europe,1,low diet unaffordable · high urban share,0.9896556094658644,-0.5207902684296674,5.5602,81.13,669.5697651613654,-100.7,,26.1,1.2079594349820724,0.5354780306387059,10.604578100850384,0.40321131447587355,0.27454242928452577,27.7
202,South Africa,Africa,1,low diet unaffordable · high urban share,-0.10298508122797899,0.6455982930019947,4.562,46.41,239.25377473626517,0.7,11.2,31.8,1.3036126069853655,0.662686535497959,9.517678002086406,0.18789908415698753,0.10232546637100298,57.6
203,Spain,Europe,1,low diet unaffordable · high urban share,0.9402648428538907,-0.040994221936402134,3.7859000000000003,52.9,435.45733561764695,50.3,,15.3,1.817018140854844,0.791307634568654,10.788493994370517,0.382293255576479,0.32982042310936815,9.6
207,Suriname,Americas,3,high cereal per head · high agrifood co2e per head,2.4675071144288934,-2.251699717825494,4.4474,223.67,356.2788073092267,-4.3,12.7,30.8,22.26980024996581,0.6240930849848132,9.861571209434837,0.9153740436356881,0.0035512334898015114,25.6
208,Tajikistan,Asia,0,high diet unaffordable · low log gdp per head,-0.979809185090165,0.7191418754532299,4.1239,33.08,146.58433393035378,48.4,8.0,23.1,0.9441936845938983,0.274376548908325,8.467162257810672,0.03056416168311838,0.07567548094243101,
209,Eswatini,Africa,0,high diet unaffordable · low log gdp per head,-1.6897436569596933,0.46762830939687083,1.0831,29.6,62.53652574544062,67.5,15.1,29.6,1.833557414592046,0.30843918115385793,9.24763615671988,0.252656976744186,0.11475581395348837,69.1
210,Sweden,Europe,1,low diet unaffordable · high urban share,1.8804061878910527,-0.2837607414533237,5.2423,73.34,485.5001871877239,-13.4,,17.5,3.0181603571968103,0.8703601273083933,11.050556616472432,0.685884057259312,0.06189996808014339,4.8
211,Switzerland,Europe,1,low diet unaffordable · high urban share,1.1831100163904238,0.7737752989630113,4.5835,64.89,70.3957450705174,64.6,,11.3,1.6453695656903773,0.7415225385483336,11.317956262838909,0.3202231962182384,0.1072537252310386,1.1
212,Syrian Arab Republic,Asia,0,high diet unaffordable · low log gdp per head,-2.789750718360057,0.5363320463110377,1.6068,6.94,175.52969347571977,49.8,40.8,33.0,0.7422963104771796,0.5290309637024799,8.40178233990491,0.028741491041768773,0.2967341937591897,73.5
213,Turkmenistan,Asia,1,low diet unaffordable · high urban share,1.2454879165246522,1.0157517780530496,1.7117,303.95,198.39009897660924,22.4,4.1,22.2,3.1580061370602888,0.4624348422002381,9.834244649793968,0.049581852616347115,0.035745962164577705,
215,United Republic of Tanzania,Africa,0,high diet unaffordable · low log gdp per head,-2.605698697029568,-0.585720826730335,1.8720999999999999,9.88,225.61370914013514,1.8,19.1,11.5,2.443926737625486,0.39278197685574145,8.21959545417708,0.4962556561085973,0.17986425339366516,73.0
216,Thailand,Asia,1,low diet unaffordable · high urban share,0.18934032775985865,-0.8066005736536189,3.0848,78.71,539.1488025250205,-18.5,5.4,16.4,3.4493867174803756,0.5279741473500639,9.986955157777391,0.38727514729198065,0.42232417937325056,
217,Togo,Africa,0,high diet unaffordable · low log gdp per head,-2.263191019205014,-0.26416518845493697,1.1977,12.21,182.36633946973302,13.6,10.2,13.4,0.7728651300789776,0.4931986432497105,7.993282328101591,0.22456701599558743,0.5069056811913955,54.1
220,Trinidad and Tobago,Americas,1,low diet unaffordable · high urban share,0.37289407783560463,-0.9016672679395892,0.9757,17.39,0.5202343574866923,100.0,10.4,30.9,13.991262146258116,0.49063989356551546,10.37224039988021,0.4416341653666147,0.10395865834633387,32.0
